time;grid_x;grid_z;density
2,020;-17;2;1,0000
2,020;-17;6;1,0000
2,020;-19;7;1,0000
2,020;-16;4;1,0000
2,020;-19;6;1,0000
2,020;-13;3;1,0000
2,020;-12;2;1,0000
2,020;-11;2;1,0000
2,020;-14;3;1,0000
2,020;-11;5;1,0000
2,020;-12;0;1,0000
2,020;-7;6;1,0000
2,020;-5;6;1,0000
2,020;-5;7;1,0000
2,020;-5;1;1,0000
2,020;-6;0;1,0000
2,020;-4;2;1,0000
2,020;0;6;1,0000
2,020;3;2;1,0000
2,020;3;5;1,0000
2,020;1;0;1,0000
2,020;2;3;1,0000
2,020;2;4;1,0000
2,020;8;0;1,0000
2,020;8;3;1,0000
2,020;6;2;1,0000
2,020;8;4;1,0000
2,020;9;7;1,0000
2,020;8;1;1,0000
2,020;16;3;1,0000
2,020;13;3;1,0000
2,020;13;5;1,0000
2,020;16;6;1,0000
2,020;16;7;1,0000
2,020;18;2;1,0000
2,020;18;6;1,0000
2,020;-17;-8;1,0000
2,020;-17;-2;1,0000
2,020;-18;-1;1,0000
2,020;-18;-8;1,0000
2,020;-16;-8;1,0000
2,020;-12;-4;1,0000
2,020;-13;-6;1,0000
2,020;-13;-8;1,0000
2,020;-10;-3;1,0000
2,020;-11;-2;1,0000
2,020;-2;-6;1,0000
2,020;-3;-6;2,0000
2,020;-4;-5;1,0000
2,020;-1;-4;1,0000
2,020;1;-5;1,0000
2,020;0;-6;2,0000
2,020;1;-8;1,0000
2,020;6;-3;1,0000
2,020;8;-6;1,0000
2,020;6;-6;1,0000
2,020;7;-3;2,0000
2,020;7;-5;1,0000
2,020;15;-4;1,0000
2,020;12;-3;1,0000
2,020;12;-5;1,0000
2,020;13;-4;1,0000
2,020;15;-2;1,0000
2,020;16;-8;1,0000
2,020;16;-6;1,0000
4,040;-17;-1;1,0000
4,040;-18;4;1,0000
4,040;-19;4;2,0000
4,040;-17;1;1,0000
4,040;-12;0;2,0000
4,040;-12;-1;1,0000
4,040;-12;1;1,0000
4,040;-12;2;1,0000
4,040;-11;0;1,0000
4,040;-6;3;2,0000
4,040;-5;4;1,0000
4,040;-3;0;1,0000
4,040;-3;-1;1,0000
4,040;-5;0;1,0000
4,040;-1;4;1,0000
4,040;2;2;1,0000
4,040;1;1;2,0000
4,040;4;0;1,0000
4,040;1;-1;1,0000
4,040;11;-1;1,0000
4,040;8;0;2,0000
4,040;8;1;1,0000
4,040;8;3;1,0000
4,040;10;0;1,0000
4,040;14;0;1,0000
4,040;15;-1;2,0000
4,040;13;2;1,0000
4,040;16;3;1,0000
4,040;16;4;1,0000
4,040;18;3;1,0000
4,040;-17;-5;1,0000
4,040;-15;0;1,0000
4,040;-15;1;1,0000
4,040;-17;-6;1,0000
4,040;-16;-6;1,0000
4,040;-12;-2;1,0000
4,040;-12;-3;1,0000
4,040;-13;-4;1,0000
4,040;-11;-2;1,0000
4,040;-9;0;1,0000
4,040;-2;-2;1,0000
4,040;-2;-5;2,0000
4,040;-2;-4;1,0000
4,040;-1;0;1,0000
4,040;-1;-5;1,0000
4,040;-1;-2;1,0000
4,040;-1;-4;1,0000
4,040;0;-6;1,0000
4,040;8;-1;1,0000
4,040;7;-3;1,0000
4,040;6;-3;1,0000
4,040;9;0;1,0000
4,040;7;-1;2,0000
4,040;14;-2;1,0000
4,040;14;-3;1,0000
4,040;14;-1;1,0000
4,040;18;-1;1,0000
4,040;15;-4;1,0000
4,040;15;-3;1,0000
6,060;-14;0;1,0000
6,060;-18;1;2,0000
6,060;-19;2;1,0000
6,060;-17;-1;1,0000
6,060;-11;-1;3,0000
6,060;-9;-1;1,0000
6,060;-10;0;1,0000
6,060;-11;0;1,0000
6,060;-12;0;2,0000
6,060;-8;0;1,0000
6,060;-5;-1;1,0000
6,060;-5;0;2,0000
6,060;-6;0;1,0000
6,060;0;1;1,0000
6,060;0;0;2,0000
6,060;-3;-1;1,0000
6,060;1;2;1,0000
6,060;2;-1;1,0000
6,060;3;0;1,0000
6,060;7;0;1,0000
6,060;5;-1;1,0000
6,060;2;0;1,0000
6,060;14;0;1,0000
6,060;11;0;1,0000
6,060;12;-1;1,0000
6,060;9;0;2,0000
6,060;13;0;2,0000
6,060;16;0;1,0000
6,060;15;0;2,0000
6,060;14;1;1,0000
6,060;19;0;1,0000
6,060;-17;-2;1,0000
6,060;-12;1;1,0000
6,060;-18;-3;1,0000
6,060;-16;-4;1,0000
6,060;-12;-1;1,0000
6,060;-11;-2;1,0000
6,060;-2;-2;1,0000
6,060;-2;-3;1,0000
6,060;-1;-1;2,0000
6,060;1;0;1,0000
6,060;-1;-2;1,0000
6,060;-1;0;1,0000
6,060;-1;-5;1,0000
6,060;11;-1;1,0000
6,060;8;0;2,0000
6,060;7;-1;1,0000
6,060;10;-1;1,0000
6,060;18;-1;1,0000
6,060;17;-1;1,0000
6,060;15;-1;3,0000
6,060;17;0;1,0000
8,080;-12;1;1,0000
8,080;-16;0;2,0000
8,080;-18;0;2,0000
8,080;-15;0;1,0000
8,080;-10;0;2,0000
8,080;-5;0;1,0000
8,080;-7;1;1,0000
8,080;-8;0;1,0000
8,080;-11;0;2,0000
8,080;-6;0;1,0000
8,080;-2;-1;2,0000
8,080;-3;0;1,0000
8,080;-3;-1;1,0000
8,080;0;1;1,0000
8,080;1;1;1,0000
8,080;-1;0;2,0000
8,080;2;-1;2,0000
8,080;5;-1;1,0000
8,080;7;0;1,0000
8,080;10;0;2,0000
8,080;9;0;1,0000
8,080;6;0;1,0000
8,080;17;0;1,0000
8,080;14;0;1,0000
8,080;15;-1;1,0000
8,080;12;0;1,0000
8,080;16;0;3,0000
8,080;19;0;1,0000
8,080;17;-1;1,0000
8,080;18;0;1,0000
8,080;-9;1;1,0000
8,080;-17;-1;1,0000
8,080;-17;-2;1,0000
8,080;-9;-1;2,0000
8,080;-11;-1;1,0000
8,080;-1;1;1,0000
8,080;2;0;1,0000
8,080;-1;-1;2,0000
8,080;1;-1;1,0000
8,080;5;0;1,0000
8,080;-1;-3;1,0000
8,080;14;-1;1,0000
8,080;11;-1;1,0000
8,080;9;-1;1,0000
8,080;12;-1;1,0000
8,080;11;0;1,0000
8,080;18;-1;1,0000
8,080;16;-1;1,0000
8,080;19;-1;1,0000
10,100;-9;1;1,0000
10,100;-14;0;2,0000
10,100;-17;0;1,0000
10,100;-12;0;1,0000
10,100;-16;0;1,0000
10,100;-7;0;2,0000
10,100;-2;0;1,0000
10,100;-4;0;1,0000
10,100;-5;0;1,0000
10,100;-9;-1;2,0000
10,100;-4;1;1,0000
10,100;1;-1;3,0000
10,100;-1;0;2,0000
10,100;-1;-1;2,0000
10,100;3;0;1,0000
10,100;5;0;1,0000
10,100;2;0;1,0000
10,100;3;-1;2,0000
10,100;9;-1;1,0000
10,100;12;0;1,0000
10,100;13;0;3,0000
10,100;10;0;1,0000
10,100;18;0;1,0000
10,100;19;-1;2,0000
10,100;15;0;2,0000
10,100;19;0;1,0000
10,100;-8;1;1,0000
10,100;-5;1;1,0000
10,100;-15;-1;1,0000
10,100;-17;-1;1,0000
10,100;-9;0;1,0000
10,100;-7;-1;1,0000
10,100;1;1;1,0000
10,100;6;0;1,0000
10,100;9;0;1,0000
10,100;1;0;1,0000
10,100;6;-1;1,0000
10,100;18;-1;1,0000
10,100;15;-1;2,0000
10,100;13;-1;1,0000
12,120;-6;0;2,0000
12,120;-11;0;2,0000
12,120;-15;0;1,0000
12,120;-9;0;1,0000
12,120;-14;0;1,0000
12,120;-4;0;2,0000
12,120;1;1;1,0000
12,120;-1;0;2,0000
12,120;-2;-1;1,0000
12,120;-8;-1;1,0000
12,120;3;-1;2,0000
12,120;2;1;1,0000
12,120;2;-1;1,0000
12,120;6;0;1,0000
12,120;8;0;1,0000
12,120;5;0;2,0000
12,120;7;0;1,0000
12,120;12;-1;1,0000
12,120;15;-1;1,0000
12,120;16;0;2,0000
12,120;13;0;2,0000
12,120;19;0;1,0000
12,120;17;-1;1,0000
12,120;-5;1;1,0000
12,120;-3;0;1,0000
12,120;-12;-1;1,0000
12,120;-16;0;1,0000
12,120;-5;-1;1,0000
12,120;-5;0;1,0000
12,120;11;0;1,0000
12,120;1;0;1,0000
12,120;7;-1;1,0000
12,120;3;0;1,0000
12,120;10;-1;1,0000
12,120;4;-1;1,0000
12,120;-1;-1;1,0000
12,120;19;-1;1,0000
12,120;16;-1;1,0000
12,120;18;-1;1,0000
12,120;18;0;1,0000
14,140;-4;1;1,0000
14,140;-8;1;1,0000
14,140;-12;0;1,0000
14,140;-6;0;1,0000
14,140;-11;0;1,0000
14,140;-1;0;2,0000
14,140;4;0;2,0000
14,140;2;1;1,0000
14,140;1;-1;1,0000
14,140;-5;-1;1,0000
14,140;1;1;1,0000
14,140;6;0;2,0000
14,140;5;1;1,0000
14,140;9;0;1,0000
14,140;12;0;1,0000
14,140;7;0;1,0000
14,140;10;0;1,0000
14,140;16;-1;1,0000
14,140;19;0;2,0000
14,140;17;0;1,0000
14,140;-8;0;1,0000
14,140;-3;0;1,0000
