time;grid_x;grid_z;density
2,020;-17;6;1,0000
2,020;-19;3;1,0000
2,020;-18;1;1,0000
2,020;-18;0;1,0000
2,020;-19;5;1,0000
2,020;-12;3;1,0000
2,020;-12;6;1,0000
2,020;-12;0;1,0000
2,020;-12;1;1,0000
2,020;-11;3;1,0000
2,020;-13;2;1,0000
2,020;-6;5;1,0000
2,020;-5;7;1,0000
2,020;-5;6;1,0000
2,020;-5;2;1,0000
2,020;-6;0;1,0000
2,020;-6;1;1,0000
2,020;-1;7;1,0000
2,020;1;6;1,0000
2,020;3;6;2,0000
2,020;3;4;1,0000
2,020;0;6;1,0000
2,020;7;5;1,0000
2,020;10;4;1,0000
2,020;9;2;1,0000
2,020;8;2;1,0000
2,020;8;0;1,0000
2,020;8;1;1,0000
2,020;15;4;1,0000
2,020;16;3;1,0000
2,020;14;0;1,0000
2,020;14;5;1,0000
2,020;15;2;1,0000
2,020;19;1;1,0000
2,020;-16;-7;1,0000
2,020;-16;-5;1,0000
2,020;-17;-6;1,0000
2,020;-17;-2;1,0000
2,020;-19;-8;1,0000
2,020;-11;-2;1,0000
2,020;-11;-1;1,0000
2,020;-11;-3;1,0000
2,020;-13;-8;1,0000
2,020;-12;-2;1,0000
2,020;-3;-6;1,0000
2,020;-3;-7;1,0000
2,020;-6;-5;1,0000
2,020;-2;-5;1,0000
2,020;-2;-6;1,0000
2,020;2;-4;1,0000
2,020;1;-4;2,0000
2,020;0;-6;1,0000
2,020;9;-6;1,0000
2,020;8;-8;2,0000
2,020;8;-6;1,0000
2,020;8;-9;1,0000
2,020;7;-4;1,0000
2,020;15;-1;1,0000
2,020;15;-3;1,0000
2,020;15;-9;1,0000
2,020;13;-5;1,0000
2,020;16;-3;1,0000
2,020;14;-4;1,0000
2,020;14;-3;1,0000
4,040;-18;4;1,0000
4,040;-18;0;1,0000
4,040;-16;0;1,0000
4,040;-14;0;1,0000
4,040;-18;2;1,0000
4,040;-12;0;1,0000
4,040;-12;4;1,0000
4,040;-11;0;1,0000
4,040;-12;-1;2,0000
4,040;-12;1;1,0000
4,040;-5;1;1,0000
4,040;-6;4;1,0000
4,040;-5;2;1,0000
4,040;-5;-1;1,0000
4,040;-3;-1;1,0000
4,040;-5;0;1,0000
4,040;-1;3;1,0000
4,040;2;5;1,0000
4,040;3;4;1,0000
4,040;1;2;2,0000
4,040;1;6;1,0000
4,040;7;3;1,0000
4,040;8;1;1,0000
4,040;8;0;1,0000
4,040;8;-1;1,0000
4,040;11;-1;1,0000
4,040;9;0;1,0000
4,040;14;1;1,0000
4,040;14;0;1,0000
4,040;17;0;1,0000
4,040;14;2;1,0000
4,040;15;0;1,0000
4,040;-16;-3;1,0000
4,040;-17;-1;1,0000
4,040;-17;-3;1,0000
4,040;-16;-1;1,0000
4,040;-17;-6;1,0000
4,040;-9;0;1,0000
4,040;-8;0;1,0000
4,040;-11;-1;1,0000
4,040;-13;-5;1,0000
4,040;-10;0;1,0000
4,040;-2;-4;2,0000
4,040;-2;-5;1,0000
4,040;-3;-6;1,0000
4,040;-2;-2;2,0000
4,040;0;-6;2,0000
4,040;-1;-6;1,0000
4,040;7;-4;1,0000
4,040;8;-6;2,0000
4,040;7;-3;1,0000
4,040;6;-4;1,0000
4,040;7;-2;1,0000
4,040;19;-1;1,0000
4,040;15;-1;2,0000
4,040;15;-5;1,0000
4,040;14;-3;1,0000
4,040;15;-2;1,0000
4,040;16;0;1,0000
6,060;-18;1;1,0000
6,060;-16;0;1,0000
6,060;-14;1;1,0000
6,060;-11;1;1,0000
6,060;-17;0;1,0000
6,060;-10;0;1,0000
6,060;-12;2;1,0000
6,060;-9;1;1,0000
6,060;-10;-1;1,0000
6,060;-12;0;1,0000
6,060;-12;-1;1,0000
6,060;-4;-1;1,0000
6,060;-5;1;1,0000
6,060;-5;-1;1,0000
6,060;-1;0;1,0000
6,060;0;1;1,0000
6,060;-3;0;1,0000
6,060;1;1;1,0000
6,060;2;4;1,0000
6,060;1;2;1,0000
6,060;2;0;1,0000
6,060;2;5;1,0000
6,060;1;0;1,0000
6,060;8;0;2,0000
6,060;10;0;1,0000
6,060;10;-1;1,0000
6,060;12;-1;1,0000
6,060;14;0;2,0000
6,060;13;0;1,0000
6,060;15;0;1,0000
6,060;16;-1;1,0000
6,060;17;0;1,0000
